ref_date,geo,labour_force_characteristics,uom,value
2020-06,Manitoba,Population,Persons in thousands,1052.6
2020-06,Manitoba,Unemployment rate,Percent,9.8
2020-06,Saskatchewan,Population,Persons in thousands,884.2
2020-06,Saskatchewan,Unemployment rate,Percent,10.3
2020-06,Alberta,Population,Persons in thousands,3498.7
2020-06,Alberta,Unemployment rate,Percent,14.4
2020-06,British Columbia,Population,Persons in thousands,4316.7
2020-06,British Columbia,Unemployment rate,Percent,12.3
2020-07,Newfoundland and Labrador,Population,Persons in thousands,449.2
2020-07,Newfoundland and Labrador,Unemployment rate,Percent,15.9
2020-07,Prince Edward Island,Population,Persons in thousands,132.4
2020-07,Prince Edward Island,Unemployment rate,Percent,10.2
2020-07,Nova Scotia,Population,Persons in thousands,823.4
2020-07,Nova Scotia,Unemployment rate,Percent,10.6
2020-07,New Brunswick,Population,Persons in thousands,648.2
2020-07,New Brunswick,Unemployment rate,Percent,9.9
2020-07,Ontario,Population,Persons in thousands,12258.5
2020-07,Ontario,Unemployment rate,Percent,12.5
2020-07,Manitoba,Population,Persons in thousands,1053.4
2020-07,Manitoba,Unemployment rate,Percent,9.6
2020-07,Saskatchewan,Population,Persons in thousands,884.2
2020-07,Saskatchewan,Unemployment rate,Percent,9.6
2020-07,Alberta,Population,Persons in thousands,3501.5
2020-07,Alberta,Unemployment rate,Percent,13
2020-07,British Columbia,Population,Persons in thousands,4321.7
2020-07,British Columbia,Unemployment rate,Percent,11
2020-08,Newfoundland and Labrador,Population,Persons in thousands,449.2
2020-08,Newfoundland and Labrador,Unemployment rate,Percent,13
2020-08,Prince Edward Island,Population,Persons in thousands,132.4
2020-08,Prince Edward Island,Unemployment rate,Percent,8.2
2020-08,Nova Scotia,Population,Persons in thousands,824.2
2020-08,Nova Scotia,Unemployment rate,Percent,10.8
2020-08,New Brunswick,Population,Persons in thousands,648.5
2020-08,New Brunswick,Unemployment rate,Percent,10
2020-08,Ontario,Population,Persons in thousands,12270.6
2020-08,Ontario,Unemployment rate,Percent,11.7
2020-08,Manitoba,Population,Persons in thousands,1054.4
2020-08,Manitoba,Unemployment rate,Percent,9.7
2020-08,Saskatchewan,Population,Persons in thousands,884.3
2020-08,Saskatchewan,Unemployment rate,Percent,9.5
2020-08,Alberta,Population,Persons in thousands,3504.4
2020-08,Alberta,Unemployment rate,Percent,12.9
2020-08,British Columbia,Population,Persons in thousands,4324.5
2020-08,British Columbia,Unemployment rate,Percent,11.7
2020-09,Newfoundland and Labrador,Population,Persons in thousands,449.3
2020-09,Newfoundland and Labrador,Unemployment rate,Percent,12.7
2020-09,Prince Edward Island,Population,Persons in thousands,132.5
2020-09,Prince Edward Island,Unemployment rate,Percent,7.9
2020-09,Nova Scotia,Population,Persons in thousands,825
2020-09,Nova Scotia,Unemployment rate,Percent,6.8
2020-09,New Brunswick,Population,Persons in thousands,648.9
2020-09,New Brunswick,Unemployment rate,Percent,9
2020-09,Ontario,Population,Persons in thousands,12284.2
2020-09,Ontario,Unemployment rate,Percent,9.1
2020-09,Manitoba,Population,Persons in thousands,1055.4
2020-09,Manitoba,Unemployment rate,Percent,6.7
2020-09,Saskatchewan,Population,Persons in thousands,884.3
2020-09,Saskatchewan,Unemployment rate,Percent,5.9
2020-09,Alberta,Population,Persons in thousands,3508.1
2020-09,Alberta,Unemployment rate,Percent,11
2020-09,British Columbia,Population,Persons in thousands,4327.7
2020-09,British Columbia,Unemployment rate,Percent,8.1
2020-10,Newfoundland and Labrador,Population,Persons in thousands,449.4
2020-10,Newfoundland and Labrador,Unemployment rate,Percent,11.6
2020-10,Prince Edward Island,Population,Persons in thousands,132.6
2020-10,Prince Edward Island,Unemployment rate,Percent,8.7
2020-10,Nova Scotia,Population,Persons in thousands,825.3
2020-10,Nova Scotia,Unemployment rate,Percent,8.1
2020-10,New Brunswick,Population,Persons in thousands,649.2
2020-10,New Brunswick,Unemployment rate,Percent,8.9
2020-10,Ontario,Population,Persons in thousands,12293.1
2020-10,Ontario,Unemployment rate,Percent,8.6
2020-10,Manitoba,Population,Persons in thousands,1056.2
2020-10,Manitoba,Unemployment rate,Percent,6.4
2020-10,Saskatchewan,Population,Persons in thousands,884.4
2020-10,Saskatchewan,Unemployment rate,Percent,5.5
2020-10,Alberta,Population,Persons in thousands,3510.7
2020-10,Alberta,Unemployment rate,Percent,10.1
2020-10,British Columbia,Population,Persons in thousands,4329.2
2020-10,British Columbia,Unemployment rate,Percent,7.7
2020-11,Newfoundland and Labrador,Population,Persons in thousands,449.4
2020-11,Newfoundland and Labrador,Unemployment rate,Percent,12.3
2020-11,Prince Edward Island,Population,Persons in thousands,132.6
2020-11,Prince Edward Island,Unemployment rate,Percent,11.3
2020-11,Nova Scotia,Population,Persons in thousands,825.5
2020-11,Nova Scotia,Unemployment rate,Percent,6.5
2020-11,New Brunswick,Population,Persons in thousands,649.5
2020-11,New Brunswick,Unemployment rate,Percent,9.6
2020-11,Ontario,Population,Persons in thousands,12300.2
2020-11,Ontario,Unemployment rate,Percent,8.1
2020-11,Manitoba,Population,Persons in thousands,1056.4
2020-11,Manitoba,Unemployment rate,Percent,7.2
2020-11,Saskatchewan,Population,Persons in thousands,884.6
2020-11,Saskatchewan,Unemployment rate,Percent,6.5
2020-11,Alberta,Population,Persons in thousands,3512.6
2020-11,Alberta,Unemployment rate,Percent,10.6
2020-11,British Columbia,Population,Persons in thousands,4330.1
2020-11,British Columbia,Unemployment rate,Percent,7.6
2020-12,Newfoundland and Labrador,Population,Persons in thousands,449.4
2020-12,Newfoundland and Labrador,Unemployment rate,Percent,13.2
2020-12,Prince Edward Island,Population,Persons in thousands,132.7
2020-12,Prince Edward Island,Unemployment rate,Percent,11.6
2020-12,Nova Scotia,Population,Persons in thousands,825.8
2020-12,Nova Scotia,Unemployment rate,Percent,8.2
2020-12,New Brunswick,Population,Persons in thousands,649.7
2020-12,New Brunswick,Unemployment rate,Percent,9.5
2020-12,Ontario,Population,Persons in thousands,12304.6
2020-12,Ontario,Unemployment rate,Percent,8.8
2020-12,Manitoba,Population,Persons in thousands,1056.6
2020-12,Manitoba,Unemployment rate,Percent,7.8
2020-12,Saskatchewan,Population,Persons in thousands,884.6
2020-12,Saskatchewan,Unemployment rate,Percent,6.9
2020-12,Alberta,Population,Persons in thousands,3513.6
2020-12,Alberta,Unemployment rate,Percent,10.2
2020-12,British Columbia,Population,Persons in thousands,4330.7
2020-12,British Columbia,Unemployment rate,Percent,7
2021-01,Newfoundland and Labrador,Population,Persons in thousands,449.4
2021-01,Newfoundland and Labrador,Unemployment rate,Percent,14.2
2021-01,Prince Edward Island,Population,Persons in thousands,132.7
2021-01,Prince Edward Island,Unemployment rate,Percent,11
2021-01,Nova Scotia,Population,Persons in thousands,826.3
2021-01,Nova Scotia,Unemployment rate,Percent,9.5
2021-01,New Brunswick,Population,Persons in thousands,650
2021-01,New Brunswick,Unemployment rate,Percent,10.7
2021-01,Ontario,Population,Persons in thousands,12309.7
2021-01,Ontario,Unemployment rate,Percent,10.5
2021-01,Manitoba,Population,Persons in thousands,1057.4
2021-01,Manitoba,Unemployment rate,Percent,8.3
2021-01,Saskatchewan,Population,Persons in thousands,884.9
2021-01,Saskatchewan,Unemployment rate,Percent,7.7
2021-01,Alberta,Population,Persons in thousands,3514.7
2021-01,Alberta,Unemployment rate,Percent,11.1
2021-01,British Columbia,Population,Persons in thousands,4331.5
2021-01,British Columbia,Unemployment rate,Percent,8
2021-02,Newfoundland and Labrador,Population,Persons in thousands,449.4
2021-02,Newfoundland and Labrador,Unemployment rate,Percent,17.4
2021-02,Prince Edward Island,Population,Persons in thousands,133
2021-02,Prince Edward Island,Unemployment rate,Percent,12.7
2021-02,Nova Scotia,Population,Persons in thousands,827.3
2021-02,Nova Scotia,Unemployment rate,Percent,9.3
2021-02,New Brunswick,Population,Persons in thousands,650.6
2021-02,New Brunswick,Unemployment rate,Percent,10.8
2021-02,Ontario,Population,Persons in thousands,12316.9
2021-02,Ontario,Unemployment rate,Percent,9.4
2021-02,Manitoba,Population,Persons in thousands,1058.8
2021-02,Manitoba,Unemployment rate,Percent,7
2021-02,Saskatchewan,Population,Persons in thousands,885.1
2021-02,Saskatchewan,Unemployment rate,Percent,7.7
2021-02,Alberta,Population,Persons in thousands,3516.6
2021-02,Alberta,Unemployment rate,Percent,10.8
2021-02,British Columbia,Population,Persons in thousands,4334.5
2021-02,British Columbia,Unemployment rate,Percent,7.5
2021-03,Newfoundland and Labrador,Population,Persons in thousands,449.6
2021-03,Newfoundland and Labrador,Unemployment rate,Percent,15.1
2021-03,Prince Edward Island,Population,Persons in thousands,133.3
2021-03,Prince Edward Island,Unemployment rate,Percent,10.9
2021-03,Nova Scotia,Population,Persons in thousands,828.4
2021-03,Nova Scotia,Unemployment rate,Percent,9.9
2021-03,New Brunswick,Population,Persons in thousands,651.4
2021-03,New Brunswick,Unemployment rate,Percent,10.9
2021-03,Ontario,Population,Persons in thousands,12321.6
2021-03,Ontario,Unemployment rate,Percent,8.1
2021-03,Manitoba,Population,Persons in thousands,1059.7
2021-03,Manitoba,Unemployment rate,Percent,7.1
2021-03,Saskatchewan,Population,Persons in thousands,885
2021-03,Saskatchewan,Unemployment rate,Percent,7.9
2021-03,Alberta,Population,Persons in thousands,3517.4
2021-03,Alberta,Unemployment rate,Percent,10
2021-03,British Columbia,Population,Persons in thousands,4337.9
2021-03,British Columbia,Unemployment rate,Percent,7.5
2021-04,Newfoundland and Labrador,Population,Persons in thousands,449.6
2021-04,Newfoundland and Labrador,Unemployment rate,Percent,15.2
2021-04,Prince Edward Island,Population,Persons in thousands,133.7
2021-04,Prince Edward Island,Unemployment rate,Percent,12.7
2021-04,Nova Scotia,Population,Persons in thousands,829.6
2021-04,Nova Scotia,Unemployment rate,Percent,8.9
2021-04,New Brunswick,Population,Persons in thousands,652
2021-04,New Brunswick,Unemployment rate,Percent,10.3
2021-04,Ontario,Population,Persons in thousands,12325.1
2021-04,Ontario,Unemployment rate,Percent,9.2
2021-04,Manitoba,Population,Persons in thousands,1060.6
2021-04,Manitoba,Unemployment rate,Percent,7.5
2021-04,Saskatchewan,Population,Persons in thousands,884.8
2021-04,Saskatchewan,Unemployment rate,Percent,7.4
2021-04,Alberta,Population,Persons in thousands,3518.2
2021-04,Alberta,Unemployment rate,Percent,9.4
2021-04,British Columbia,Population,Persons in thousands,4341.5
2021-04,British Columbia,Unemployment rate,Percent,7.1
2021-05,Newfoundland and Labrador,Population,Persons in thousands,449.8
2021-05,Newfoundland and Labrador,Unemployment rate,Percent,13.1
2021-05,Prince Edward Island,Population,Persons in thousands,134
2021-05,Prince Edward Island,Unemployment rate,Percent,9.8
2021-05,Nova Scotia,Population,Persons in thousands,830.9
2021-05,Nova Scotia,Unemployment rate,Percent,10.3
2021-05,New Brunswick,Population,Persons in thousands,652.8
2021-05,New Brunswick,Unemployment rate,Percent,9.5
2021-05,Ontario,Population,Persons in thousands,12328.1
2021-05,Ontario,Unemployment rate,Percent,9.7
2021-05,Manitoba,Population,Persons in thousands,1061.2
2021-05,Manitoba,Unemployment rate,Percent,7
2021-05,Saskatchewan,Population,Persons in thousands,884.6
2021-05,Saskatchewan,Unemployment rate,Percent,6.5
2021-05,Alberta,Population,Persons in thousands,3519.2
2021-05,Alberta,Unemployment rate,Percent,8.9
2021-05,British Columbia,Population,Persons in thousands,4345.1
2021-05,British Columbia,Unemployment rate,Percent,7.2
2021-06,Newfoundland and Labrador,Population,Persons in thousands,449.8
2021-06,Newfoundland and Labrador,Unemployment rate,Percent,11.5
2021-06,Prince Edward Island,Population,Persons in thousands,134.5
2021-06,Prince Edward Island,Unemployment rate,Percent,8.3
2021-06,Nova Scotia,Population,Persons in thousands,832.1
2021-06,Nova Scotia,Unemployment rate,Percent,8
2021-06,New Brunswick,Population,Persons in thousands,653.7
2021-06,New Brunswick,Unemployment rate,Percent,8.3
2021-06,Ontario,Population,Persons in thousands,12339.8
2021-06,Ontario,Unemployment rate,Percent,8.6
2021-06,Manitoba,Population,Persons in thousands,1062
2021-06,Manitoba,Unemployment rate,Percent,7
2021-06,Saskatchewan,Population,Persons in thousands,884.6
2021-06,Saskatchewan,Unemployment rate,Percent,6.2
2021-06,Alberta,Population,Persons in thousands,3522.5
2021-06,Alberta,Unemployment rate,Percent,8.3
2021-06,British Columbia,Population,Persons in thousands,4350.4
2021-06,British Columbia,Unemployment rate,Percent,6.4
2021-07,Newfoundland and Labrador,Population,Persons in thousands,450
2021-07,Newfoundland and Labrador,Unemployment rate,Percent,11.8
2021-07,Prince Edward Island,Population,Persons in thousands,134.9
2021-07,Prince Edward Island,Unemployment rate,Percent,9.5
2021-07,Nova Scotia,Population,Persons in thousands,833.2
2021-07,Nova Scotia,Unemployment rate,Percent,8.3
2021-07,New Brunswick,Population,Persons in thousands,654.7
2021-07,New Brunswick,Unemployment rate,Percent,9.1
2021-07,Ontario,Population,Persons in thousands,12353.6
2021-07,Ontario,Unemployment rate,Percent,8.6
2021-07,Manitoba,Population,Persons in thousands,1063.2
2021-07,Manitoba,Unemployment rate,Percent,6.9
2021-07,Saskatchewan,Population,Persons in thousands,884.7
2021-07,Saskatchewan,Unemployment rate,Percent,7.1
2021-07,Alberta,Population,Persons in thousands,3526.3
2021-07,Alberta,Unemployment rate,Percent,8.6
2021-07,British Columbia,Population,Persons in thousands,4356.5
2021-07,British Columbia,Unemployment rate,Percent,6.7
2021-08,Newfoundland and Labrador,Population,Persons in thousands,450.1
2021-08,Newfoundland and Labrador,Unemployment rate,Percent,12.4
2021-08,Prince Edward Island,Population,Persons in thousands,135.5
2021-08,Prince Edward Island,Unemployment rate,Percent,9
2021-08,Nova Scotia,Population,Persons in thousands,834.8
2021-08,Nova Scotia,Unemployment rate,Percent,8.6
2021-08,New Brunswick,Population,Persons in thousands,655.7
2021-08,New Brunswick,Unemployment rate,Percent,9.5
2021-08,Ontario,Population,Persons in thousands,12372.1
2021-08,Ontario,Unemployment rate,Percent,8.9
2021-08,Manitoba,Population,Persons in thousands,1064.2
2021-08,Manitoba,Unemployment rate,Percent,7.6
2021-08,Saskatchewan,Population,Persons in thousands,884.8
2021-08,Saskatchewan,Unemployment rate,Percent,7.1
2021-08,Alberta,Population,Persons in thousands,3531.4
2021-08,Alberta,Unemployment rate,Percent,8.6
2021-08,British Columbia,Population,Persons in thousands,4365.2
2021-08,British Columbia,Unemployment rate,Percent,7.5
2021-09,Newfoundland and Labrador,Population,Persons in thousands,450.2
2021-09,Newfoundland and Labrador,Unemployment rate,Percent,12
2021-09,Prince Edward Island,Population,Persons in thousands,135.9
2021-09,Prince Edward Island,Unemployment rate,Percent,8.5
2021-09,Nova Scotia,Population,Persons in thousands,835.9
2021-09,Nova Scotia,Unemployment rate,Percent,7.2
2021-09,New Brunswick,Population,Persons in thousands,656.6
2021-09,New Brunswick,Unemployment rate,Percent,8
2021-09,Ontario,Population,Persons in thousands,12388
2021-09,Ontario,Unemployment rate,Percent,7.1
2021-09,Manitoba,Population,Persons in thousands,1064.9
2021-09,Manitoba,Unemployment rate,Percent,5
2021-09,Saskatchewan,Population,Persons in thousands,885
2021-09,Saskatchewan,Unemployment rate,Percent,5.4
2021-09,Alberta,Population,Persons in thousands,3535
2021-09,Alberta,Unemployment rate,Percent,7.2
2021-09,British Columbia,Population,Persons in thousands,4372.3
2021-09,British Columbia,Unemployment rate,Percent,5.6
2021-10,Newfoundland and Labrador,Population,Persons in thousands,450.3
2021-10,Newfoundland and Labrador,Unemployment rate,Percent,11.8
2021-10,Prince Edward Island,Population,Persons in thousands,136.3
2021-10,Prince Edward Island,Unemployment rate,Percent,7.9
2021-10,Nova Scotia,Population,Persons in thousands,837.3
2021-10,Nova Scotia,Unemployment rate,Percent,7.4
2021-10,New Brunswick,Population,Persons in thousands,657.3
2021-10,New Brunswick,Unemployment rate,Percent,8
2021-10,Ontario,Population,Persons in thousands,12406.8
2021-10,Ontario,Unemployment rate,Percent,6.3
2021-10,Manitoba,Population,Persons in thousands,1066
2021-10,Manitoba,Unemployment rate,Percent,4.4
2021-10,Saskatchewan,Population,Persons in thousands,885.4
2021-10,Saskatchewan,Unemployment rate,Percent,4.8
2021-10,Alberta,Population,Persons in thousands,3539.6
2021-10,Alberta,Unemployment rate,Percent,6.7
2021-10,British Columbia,Population,Persons in thousands,4379.7
2021-10,British Columbia,Unemployment rate,Percent,5.1
2021-11,Newfoundland and Labrador,Population,Persons in thousands,450.6
2021-11,Newfoundland and Labrador,Unemployment rate,Percent,10.2
2021-11,Prince Edward Island,Population,Persons in thousands,136.6
2021-11,Prince Edward Island,Unemployment rate,Percent,9.3
2021-11,Nova Scotia,Population,Persons in thousands,838.8
2021-11,Nova Scotia,Unemployment rate,Percent,8.4
2021-11,New Brunswick,Population,Persons in thousands,658.4
2021-11,New Brunswick,Unemployment rate,Percent,8.4
2021-11,Ontario,Population,Persons in thousands,12426.7
2021-11,Ontario,Unemployment rate,Percent,5.8
2021-11,Manitoba,Population,Persons in thousands,1067.5
2021-11,Manitoba,Unemployment rate,Percent,4.8
2021-11,Saskatchewan,Population,Persons in thousands,886.2
2021-11,Saskatchewan,Unemployment rate,Percent,4.9
2021-11,Alberta,Population,Persons in thousands,3544.5
2021-11,Alberta,Unemployment rate,Percent,7.1
2021-11,British Columbia,Population,Persons in thousands,4387.9
2021-11,British Columbia,Unemployment rate,Percent,5.3
2021-12,Newfoundland and Labrador,Population,Persons in thousands,450.9
2021-12,Newfoundland and Labrador,Unemployment rate,Percent,12
2021-12,Prince Edward Island,Population,Persons in thousands,137.1
2021-12,Prince Edward Island,Unemployment rate,Percent,9.2
2021-12,Nova Scotia,Population,Persons in thousands,840.4
2021-12,Nova Scotia,Unemployment rate,Percent,7.3
2021-12,New Brunswick,Population,Persons in thousands,659.5
2021-12,New Brunswick,Unemployment rate,Percent,7.5
2021-12,Ontario,Population,Persons in thousands,12446.6
2021-12,Ontario,Unemployment rate,Percent,5.5
2021-12,Manitoba,Population,Persons in thousands,1068.9
2021-12,Manitoba,Unemployment rate,Percent,4.9
2021-12,Saskatchewan,Population,Persons in thousands,887
2021-12,Saskatchewan,Unemployment rate,Percent,5.2
2021-12,Alberta,Population,Persons in thousands,3549.4
2021-12,Alberta,Unemployment rate,Percent,6.5
2021-12,British Columbia,Population,Persons in thousands,4395
2021-12,British Columbia,Unemployment rate,Percent,4.8
2022-01,Newfoundland and Labrador,Population,Persons in thousands,451.2
2022-01,Newfoundland and Labrador,Unemployment rate,Percent,16
2022-01,Prince Edward Island,Population,Persons in thousands,137.5
2022-01,Prince Edward Island,Unemployment rate,Percent,12.4
2022-01,Nova Scotia,Population,Persons in thousands,842
2022-01,Nova Scotia,Unemployment rate,Percent,7.4
2022-01,New Brunswick,Population,Persons in thousands,660.8
2022-01,New Brunswick,Unemployment rate,Percent,9.9
2022-01,Ontario,Population,Persons in thousands,12465
2022-01,Ontario,Unemployment rate,Percent,7.6
2022-01,Manitoba,Population,Persons in thousands,1070.5
2022-01,Manitoba,Unemployment rate,Percent,5
2022-01,Saskatchewan,Population,Persons in thousands,887.7
2022-01,Saskatchewan,Unemployment rate,Percent,5.9
2022-01,Alberta,Population,Persons in thousands,3554.6
2022-01,Alberta,Unemployment rate,Percent,7.4
2022-01,British Columbia,Population,Persons in thousands,4401.9
2022-01,British Columbia,Unemployment rate,Percent,5.4
2022-02,Newfoundland and Labrador,Population,Persons in thousands,451.5
2022-02,Newfoundland and Labrador,Unemployment rate,Percent,14.8
2022-02,Prince Edward Island,Population,Persons in thousands,138
2022-02,Prince Edward Island,Unemployment rate,Percent,12.2
2022-02,Nova Scotia,Population,Persons in thousands,843.7
2022-02,Nova Scotia,Unemployment rate,Percent,6.9
2022-02,New Brunswick,Population,Persons in thousands,662
2022-02,New Brunswick,Unemployment rate,Percent,8.2
2022-02,Ontario,Population,Persons in thousands,12482.4
2022-02,Ontario,Unemployment rate,Percent,5.7
2022-02,Manitoba,Population,Persons in thousands,1072.4
2022-02,Manitoba,Unemployment rate,Percent,4.4
2022-02,Saskatchewan,Population,Persons in thousands,888.5
2022-02,Saskatchewan,Unemployment rate,Percent,5
2022-02,Alberta,Population,Persons in thousands,3560.1
2022-02,Alberta,Unemployment rate,Percent,7.1
2022-02,British Columbia,Population,Persons in thousands,4410.2
2022-02,British Columbia,Unemployment rate,Percent,4.9
2022-03,Newfoundland and Labrador,Population,Persons in thousands,451.9
2022-03,Newfoundland and Labrador,Unemployment rate,Percent,15.5
2022-03,Prince Edward Island,Population,Persons in thousands,138.5
2022-03,Prince Edward Island,Unemployment rate,Percent,10.9
2022-03,Nova Scotia,Population,Persons in thousands,845.5
2022-03,Nova Scotia,Unemployment rate,Percent,7.6
2022-03,New Brunswick,Population,Persons in thousands,663.3
2022-03,New Brunswick,Unemployment rate,Percent,8.3
2022-03,Ontario,Population,Persons in thousands,12497.9
2022-03,Ontario,Unemployment rate,Percent,5.7
2022-03,Manitoba,Population,Persons in thousands,1073.8
2022-03,Manitoba,Unemployment rate,Percent,4.8
2022-03,Saskatchewan,Population,Persons in thousands,889.4
2022-03,Saskatchewan,Unemployment rate,Percent,5.6
2022-03,Alberta,Population,Persons in thousands,3565.8
2022-03,Alberta,Unemployment rate,Percent,6.7
2022-03,British Columbia,Population,Persons in thousands,4418.4
2022-03,British Columbia,Unemployment rate,Percent,5.3
2022-04,Newfoundland and Labrador,Population,Persons in thousands,452.3
2022-04,Newfoundland and Labrador,Unemployment rate,Percent,13.5
2022-04,Prince Edward Island,Population,Persons in thousands,139
2022-04,Prince Edward Island,Unemployment rate,Percent,10.5
2022-04,Nova Scotia,Population,Persons in thousands,847.4
2022-04,Nova Scotia,Unemployment rate,Percent,6.4
2022-04,New Brunswick,Population,Persons in thousands,664.8
2022-04,New Brunswick,Unemployment rate,Percent,7.7
2022-04,Ontario,Population,Persons in thousands,12513.8
2022-04,Ontario,Unemployment rate,Percent,5.4
2022-04,Manitoba,Population,Persons in thousands,1075.4
2022-04,Manitoba,Unemployment rate,Percent,5.1
2022-04,Saskatchewan,Population,Persons in thousands,890.1
2022-04,Saskatchewan,Unemployment rate,Percent,6.2
2022-04,Alberta,Population,Persons in thousands,3570.9
2022-04,Alberta,Unemployment rate,Percent,6.5
2022-04,British Columbia,Population,Persons in thousands,4426.6
2022-04,British Columbia,Unemployment rate,Percent,4.9
2022-05,Newfoundland and Labrador,Population,Persons in thousands,452.7
2022-05,Newfoundland and Labrador,Unemployment rate,Percent,10.3
2022-05,Prince Edward Island,Population,Persons in thousands,139.4
2022-05,Prince Edward Island,Unemployment rate,Percent,6.3
2022-05,Nova Scotia,Population,Persons in thousands,850.2
2022-05,Nova Scotia,Unemployment rate,Percent,6.2
2022-05,New Brunswick,Population,Persons in thousands,666.7
2022-05,New Brunswick,Unemployment rate,Percent,6.9
2022-05,Ontario,Population,Persons in thousands,12531.4
2022-05,Ontario,Unemployment rate,Percent,5.5
2022-05,Manitoba,Population,Persons in thousands,1077
2022-05,Manitoba,Unemployment rate,Percent,4.3
2022-05,Saskatchewan,Population,Persons in thousands,891.1
2022-05,Saskatchewan,Unemployment rate,Percent,4.5
2022-05,Alberta,Population,Persons in thousands,3578.3
2022-05,Alberta,Unemployment rate,Percent,5.6
2022-05,British Columbia,Population,Persons in thousands,4435.6
2022-05,British Columbia,Unemployment rate,Percent,4.5
2022-06,Newfoundland and Labrador,Population,Persons in thousands,453.1
2022-06,Newfoundland and Labrador,Unemployment rate,Percent,9.2
2022-06,Prince Edward Island,Population,Persons in thousands,139.7
2022-06,Prince Edward Island,Unemployment rate,Percent,4.1
2022-06,Nova Scotia,Population,Persons in thousands,852.5
2022-06,Nova Scotia,Unemployment rate,Percent,6
2022-06,New Brunswick,Population,Persons in thousands,668.2
2022-06,New Brunswick,Unemployment rate,Percent,5.2
2022-06,Ontario,Population,Persons in thousands,12549.9
2022-06,Ontario,Unemployment rate,Percent,5.1
2022-06,Manitoba,Population,Persons in thousands,1078.7
2022-06,Manitoba,Unemployment rate,Percent,3.6
2022-06,Saskatchewan,Population,Persons in thousands,892.6
2022-06,Saskatchewan,Unemployment rate,Percent,3.5
2022-06,Alberta,Population,Persons in thousands,3586.1
2022-06,Alberta,Unemployment rate,Percent,4.9
2022-06,British Columbia,Population,Persons in thousands,4442.3
2022-06,British Columbia,Unemployment rate,Percent,4.5
2022-07,Newfoundland and Labrador,Population,Persons in thousands,453.5
2022-07,Newfoundland and Labrador,Unemployment rate,Percent,9.5
2022-07,Prince Edward Island,Population,Persons in thousands,140
2022-07,Prince Edward Island,Unemployment rate,Percent,5.7
2022-07,Nova Scotia,Population,Persons in thousands,854.6
2022-07,Nova Scotia,Unemployment rate,Percent,6.4
2022-07,New Brunswick,Population,Persons in thousands,669.9
2022-07,New Brunswick,Unemployment rate,Percent,7.2
2022-07,Ontario,Population,Persons in thousands,12570.4
2022-07,Ontario,Unemployment rate,Percent,5.6
2022-07,Manitoba,Population,Persons in thousands,1080.3
2022-07,Manitoba,Unemployment rate,Percent,4.5
2022-07,Saskatchewan,Population,Persons in thousands,894.5
2022-07,Saskatchewan,Unemployment rate,Percent,4.3
2022-07,Alberta,Population,Persons in thousands,3596
2022-07,Alberta,Unemployment rate,Percent,5.2
2022-07,British Columbia,Population,Persons in thousands,4447.8
2022-07,British Columbia,Unemployment rate,Percent,4.9
2022-08,Newfoundland and Labrador,Population,Persons in thousands,453.8
2022-08,Newfoundland and Labrador,Unemployment rate,Percent,10
2022-08,Prince Edward Island,Population,Persons in thousands,140.3
2022-08,Prince Edward Island,Unemployment rate,Percent,6.1
2022-08,Nova Scotia,Population,Persons in thousands,856.7
2022-08,Nova Scotia,Unemployment rate,Percent,8.1
2022-08,New Brunswick,Population,Persons in thousands,671.7
2022-08,New Brunswick,Unemployment rate,Percent,7.1
2022-08,Ontario,Population,Persons in thousands,12594.4
2022-08,Ontario,Unemployment rate,Percent,6.3
2022-08,Manitoba,Population,Persons in thousands,1081.8
2022-08,Manitoba,Unemployment rate,Percent,6.7
2022-08,Saskatchewan,Population,Persons in thousands,896.5
2022-08,Saskatchewan,Unemployment rate,Percent,5.3
2022-08,Alberta,Population,Persons in thousands,3608
2022-08,Alberta,Unemployment rate,Percent,6.1
2022-08,British Columbia,Population,Persons in thousands,4454
2022-08,British Columbia,Unemployment rate,Percent,5.3
2022-09,Newfoundland and Labrador,Population,Persons in thousands,454.3
2022-09,Newfoundland and Labrador,Unemployment rate,Percent,8.8
2022-09,Prince Edward Island,Population,Persons in thousands,140.6
2022-09,Prince Edward Island,Unemployment rate,Percent,6.5
2022-09,Nova Scotia,Population,Persons in thousands,858.2
2022-09,Nova Scotia,Unemployment rate,Percent,5.6
2022-09,New Brunswick,Population,Persons in thousands,673.1
2022-09,New Brunswick,Unemployment rate,Percent,5.6
2022-09,Ontario,Population,Persons in thousands,12617.5
2022-09,Ontario,Unemployment rate,Percent,5.3
2022-09,Manitoba,Population,Persons in thousands,1083.5
2022-09,Manitoba,Unemployment rate,Percent,4
2022-09,Saskatchewan,Population,Persons in thousands,898.1
2022-09,Saskatchewan,Unemployment rate,Percent,3.6
2022-09,Alberta,Population,Persons in thousands,3617.1
2022-09,Alberta,Unemployment rate,Percent,5.1
2022-09,British Columbia,Population,Persons in thousands,4460.7
2022-09,British Columbia,Unemployment rate,Percent,3.9
2022-10,Newfoundland and Labrador,Population,Persons in thousands,454.7
2022-10,Newfoundland and Labrador,Unemployment rate,Percent,9.4
2022-10,Prince Edward Island,Population,Persons in thousands,141
2022-10,Prince Edward Island,Unemployment rate,Percent,5.2
2022-10,Nova Scotia,Population,Persons in thousands,859.5
2022-10,Nova Scotia,Unemployment rate,Percent,6.4
2022-10,New Brunswick,Population,Persons in thousands,674.5
